start_time,caller_service,callee_service,operation
1675078757270000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType}
1675078757281000000,ts-preserve-service-b5ccf8557-l5l4p,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats
1675078757285000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078757485000000,ts-preserve-service-b5ccf8557-l5l4p,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order
1675078757504000000,ts-preserve-service-b5ccf8557-l5l4p,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId}
1675078757843000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-inside-payment-service-6f94c49ccd-t4k6c,/api/v1/inside_pay_service/inside_payment
1675078757851000000,ts-inside-payment-service-6f94c49ccd-t4k6c,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId}
1675078758356000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-cancel-service-756f6c4675-prw5z,/api/v1/cancelservice/cancel/{orderId}/{loginId}
1675078758366000000,ts-cancel-service-756f6c4675-prw5z,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId}
1675078758376000000,ts-cancel-service-756f6c4675-prw5z,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order
1675078758393000000,ts-cancel-service-756f6c4675-prw5z,ts-inside-payment-service-6f94c49ccd-t4k6c,/api/v1/inside_pay_service/inside_payment/drawback/{userId}/{money}
1675078758430000000,ts-cancel-service-756f6c4675-prw5z,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId}
1675078760209000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left
1675078760226000000,ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078760231000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078760239000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078760247000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078760267000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078760287000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760293000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760301000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trips/left
1675078760310000000,ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078760313000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078760317000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078760322000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078760323000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760335000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760340000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760342000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078760345000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760354000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760357000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760359000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078760361000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760365000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760384000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760389000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760393000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078760400000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760402000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760403000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760410000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760420000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760424000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760429000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760437000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760440000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078760442000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-food-service-f5756978c-6sb8t,/api/v1/foodservice/foods/{date}/{startStation}/{endStation}/{tripId}
1675078760446000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760448000000,ts-food-service-f5756978c-6sb8t,ts-train-food-service-59bbbdd99b-cz98n,/api/v1/trainfoodservice/trainfoods/{tripId}
1675078760459000000,ts-food-service-f5756978c-6sb8t,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/routes/{tripId}
1675078760473000000,ts-travel-service-64469b5b48-5rjvb,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId}
1675078760493000000,ts-food-service-f5756978c-6sb8t,ts-station-food-service-dc4d75dd-k65k2,/api/v1/stationfoodservice/stationfoodstores
1675078760550000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-preserve-other-service-66646bdb5b-l8hp6,/api/v1/preserveotherservice/preserveOther
1675078760556000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-security-service-cb9788d56-bdkcx,/api/v1/securityservice/securityConfigs/{accountId}
1675078760562000000,ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/security/{checkDate}/{accountId}
1675078760575000000,ts-security-service-cb9788d56-bdkcx,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId}
1675078760592000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-contacts-service-866bd68c97-dzqgd,/api/v1/contactservice/contacts/{id}
1675078760614000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trip_detail
1675078760618000000,ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel
1675078760621000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078760625000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078760629000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name}
1675078760633000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId}
1675078760653000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType}
1675078760664000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760668000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078760680000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760687000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078760690000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078760743000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078760784000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel
1675078760786000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078760791000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078760794000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name}
1675078760798000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId}
1675078760811000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType}
1675078760824000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats
1675078760828000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078760865000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther
1675078760881000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-assurance-service-69876c9868-wqgrl,/api/v1/assuranceservice/assurances/{typeIndex}/{orderId}
1675078760905000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-food-service-f5756978c-6sb8t,/api/v1/foodservice/orders
1675078760918000000,ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process
1675078760919000000,ts-food-service-f5756978c-6sb8t,ts-delivery-service-7d97b69596-gfnbr,food_delivery process
1675078760921000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId}
1675078761567000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-execute-service-775f544d9-tmwcv,/api/v1/executeservice/execute/collected/{orderId}
1675078761573000000,ts-execute-service-775f544d9-tmwcv,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId}
1675078761582000000,ts-execute-service-775f544d9-tmwcv,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/{orderId}
1675078761587000000,ts-execute-service-775f544d9-tmwcv,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/status/{orderId}/{status}
1675078762640000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left
1675078762670000000,ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078762673000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078762679000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078762686000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078762706000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078762721000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762727000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762734000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078762745000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762749000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762754000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078762786000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762789000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762795000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078762804000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762807000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762812000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078762841000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762845000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762850000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078762858000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078762862000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078762867000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078763915000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left
1675078763928000000,ts-travel-service-64469b5b48-5rjvb,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078763931000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078763937000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078763942000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078763979000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078763994000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078763999000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764005000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764028000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764031000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764064000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764074000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764078000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764082000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764107000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764111000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764115000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764124000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764127000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764132000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764159000000,ts-travel-service-64469b5b48-5rjvb,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764163000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/tickets
1675078764168000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764762000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trips/left
1675078764771000000,ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078764773000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078764778000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078764784000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078764804000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078764816000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764822000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078764829000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078764881000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078764885000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078764890000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078766168000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-auth-service-7f8d7d756d-kzp47,/api/v1/users/login
1675078766176000000,ts-auth-service-7f8d7d756d-kzp47,ts-verification-code-service-7b6dc75c45-r66rb,/api/v1/verifycode/verify/{verifyCode}
1675078767872000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel-service-64469b5b48-5rjvb,/api/v1/travelservice/trips/left
1675078770909000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-cancel-service-756f6c4675-prw5z,/api/v1/cancelservice/cancel/{orderId}/{loginId}
1675078770922000000,ts-cancel-service-756f6c4675-prw5z,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId}
1675078770932000000,ts-cancel-service-756f6c4675-prw5z,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order
1675078770949000000,ts-cancel-service-756f6c4675-prw5z,ts-inside-payment-service-6f94c49ccd-t4k6c,/api/v1/inside_pay_service/inside_payment/drawback/{userId}/{money}
1675078770978000000,ts-cancel-service-756f6c4675-prw5z,ts-user-service-687d654649-f8jtd,/api/v1/userservice/users/id/{userId}
1675078771196000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trips/left
1675078771204000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-auth-service-7f8d7d756d-kzp47,/api/v1/users/login
1675078771208000000,ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travels
1675078771213000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/idlist
1675078771215000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-auth-service-7f8d7d756d-kzp47,/api/v1/users/login
1675078771220000000,ts-auth-service-7f8d7d756d-kzp47,ts-verification-code-service-7b6dc75c45-r66rb,/api/v1/verifycode/verify/{verifyCode}
1675078771221000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byNames
1675078771229000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/byIds/
1675078771249000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/byRouteIdsAndTrainTypes
1675078771267000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078771275000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078771277000000,ts-auth-service-7f8d7d756d-kzp47,ts-verification-code-service-7b6dc75c45-r66rb,/api/v1/verifycode/verify/{verifyCode}
1675078771284000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078771294000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078771296000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078771301000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078771365000000,ts-gateway-service-6f6cfc45b-d9pnv,ts-preserve-other-service-66646bdb5b-l8hp6,/api/v1/preserveotherservice/preserveOther
1675078771371000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-security-service-cb9788d56-bdkcx,/api/v1/securityservice/securityConfigs/{accountId}
1675078771378000000,ts-security-service-cb9788d56-bdkcx,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/security/{checkDate}/{accountId}
1675078771400000000,ts-security-service-cb9788d56-bdkcx,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId}
1675078771417000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-contacts-service-866bd68c97-dzqgd,/api/v1/contactservice/contacts/{id}
1675078771434000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-travel2-service-5c66d57d58-zxw8n,/api/v1/travel2service/trip_detail
1675078771438000000,ts-travel2-service-5c66d57d58-zxw8n,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel
1675078771441000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078771445000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078771448000000,ts-basic-service-5dc8d4f9fd-llznp,ts-train-service-86f5f97bc9-tlpss,/api/v1/trainservice/trains/byName/{name}
1675078771453000000,ts-basic-service-5dc8d4f9fd-llznp,ts-route-service-b6c59fb57-dz9bw,/api/v1/routeservice/routes/{routeId}
1675078771467000000,ts-basic-service-5dc8d4f9fd-llznp,ts-price-service-76846864d9-nmjz7,/api/v1/priceservice/prices/{routeId}/{trainType}
1675078771477000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078771481000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078771494000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078771503000000,ts-travel2-service-5c66d57d58-zxw8n,ts-seat-service-5c95b49cff-mxdsg,/api/v1/seatservice/seats/left_tickets
1675078771506000000,ts-seat-service-5c95b49cff-mxdsg,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/tickets
1675078771552000000,ts-seat-service-5c95b49cff-mxdsg,ts-config-service-5fcd447d84-9qltf,/api/v1/configservice/configs/{configName}
1675078771565000000,ts-preserve-other-service-66646bdb5b-l8hp6,ts-basic-service-5dc8d4f9fd-llznp,/api/v1/basicservice/basic/travel
1675078771567000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
1675078771571000000,ts-basic-service-5dc8d4f9fd-llznp,ts-station-service-7f4f5f6f77-hp2zq,/api/v1/stationservice/stations/id/{stationNameForId}
